mol_id,smiles,ester,phenyl,train,A,B,A&~B,~A&B,A&B,~(A&B)
ZINC04024940,CC[C@]1(C)C[C@@]2(CCC[N@@H+](CC#CC[NH+]3CCCCC3)C2)CCO1,0,0,True,False,False,False,False,False,True
ZINC12971189,c1c[nH]c(Cc2[nH]cc(Cc3c[nH]cn3)[nH+]2)n1,0,0,True,False,False,False,False,False,True
ZINC93319921,OCC[N@H+](CCOCC(F)(F)F)C[C@H]1CC=CCC1,0,0,True,False,False,False,False,False,True
ZINC76089661,C#CCN(CC#CC)CC(=O)Nc1c(C)n[nH]c1C,0,0,True,False,False,False,False,False,True
ZINC02386850,CN(C)C(Cl)=[N+](C)C,0,0,True,False,False,False,False,False,True
ZINC44973813,c1cc(CNCCc2cn3ccccc3n2)c2c(c1)OCCCO2,0,0,True,False,False,False,False,False,True
ZINC15042898,NNc1nnc(Cl)c2c1[C@H]1CC[C@@H]2CC1,0,0,True,False,False,False,False,False,True
ZINC78061548,C[N+](C)(C)CCOCl,0,0,True,False,False,False,False,False,True
ZINC39136927,Nc1cc2[nH+]cn(N)c2cc1N,0,0,True,False,False,False,False,False,True
ZINC95945430,C[C@H](C[NH2+][C@H](C)C[C@@H]1COCCN1C(=O)OC(C)(C)C)C[C@@H](C)O,0,0,True,False,False,False,False,False,True
ZINC39531319,CC1=N[C@H](C[N@H+](C)C[C@H]2Oc3ccc(C)cc3[C@H]2C)N=C1,0,0,True,False,False,False,False,False,True
ZINC95707494,[NH2+]=C1N=CC2=CC[N-]C2=N1,0,0,True,False,False,False,False,False,True
ZINC02507981,C1#CCCCCC#CCCCC1,0,0,True,False,False,False,False,False,True
ZINC01726809,C=Cc1ccc(C(N)=O)cc1,0,0,True,False,False,False,False,False,True
ZINC90598187,[NH3+][C@@H]1C[C@@]23C=CC=C[C@@]12C=C3,0,0,True,False,False,False,False,False,True
ZINC95923629,CCNc1ssc(=S)[n+]1CC,0,0,True,False,False,False,False,False,True
ZINC00492474,CN1C(=O)N(C)[C@@H]2[C@@H]1NNC(=O)N2C,0,0,True,False,False,False,False,False,True
ZINC02547219,[NH2+]=C(CCCCC(=[NH2+])NO)NO,0,0,True,False,False,False,False,False,True
ZINC95922386,N#CC#CC(C[O-])=[N+]1CCCC1,0,0,True,False,False,False,False,False,True
ZINC14611643,CC#CC#C/C=C1\C=C[C@@]2(CC=CO2)O1,0,0,True,False,False,False,False,False,True
ZINC65381853,O=C([C@H]1C=c2sccc2=N1)N1CCC[C@@H]([C@@H]2NN=C3C=CC=CN32)C1,0,0,True,False,False,False,False,False,True
ZINC76728366,CCO[C@@H](C)c1noc(CN(C)CC(F)(F)F)n1,0,0,True,False,False,False,False,False,True
ZINC23001969,O=C1Nc2ccccc2[C@]12Nc1ccccc1C[NH2+]2,0,0,True,False,False,False,False,False,True
ZINC13507674,NC/C(O)=N/[C@@H](Cc1c[nH+]c[nH]1)C(=O)N[C@@H](CCCC[NH3+])C(=O)[O-],0,0,True,False,False,False,False,False,True
ZINC54865549,O[C@@H](COCc1ccc(Cl)cc1)CSc1nnnn1Cc1ccco1,0,0,True,False,False,False,False,False,True
ZINC04402616,N#Cc1c2c(c(N3CC[NH2+]CC3)[nH]c1=S)CCCC2,0,0,True,False,False,False,False,False,True
ZINC02295152,CSc1ncnc2c1sc1nc(C(C)C)c3c(c12)CC(C)(C)OC3,0,0,True,False,False,False,False,False,True
ZINC43741804,CC1=C[C@@H](C)[C@@H]2CO[C@H](C3=CCC[N+](C)(C)C3)[C@H]1[C@H]2C,0,0,True,False,False,False,False,False,True
ZINC38337288,Nc1nc2c(nc(Br)n2[C@@H]2O[C@H]3CO[P@@](=O)([S-])O[C@H]3[C@@H]2O)c(=O)[nH]1,0,0,True,False,False,False,False,False,True
ZINC96334490,CC[P@@](=S)(OC)SCSCS[P@](O)(=S)CC,0,0,True,False,False,False,False,False,True
ZINC95918013,FC(F)(F)SCCBr,0,0,True,False,False,False,False,False,True
ZINC18544389,[O-]c1ccc2ncnc-2[nH]1,0,0,True,False,False,False,False,False,True
ZINC97132564,C#CCN1CC[NH+](Cn2nc(-c3cccnc3)n(CC=C)c2=S)CC1,0,0,True,False,False,False,False,False,True
ZINC39100720,CCSC1=[NH+]/C(=N/O)[C@@](C)(CC)N1,0,0,True,False,False,False,False,False,True
ZINC04317659,OCC[N-]C1=NC=NC2=NN=C[C@@H]21,0,0,True,False,False,False,False,False,True
ZINC04743746,CCN(CCN(C)N=O)N=O,0,0,True,False,False,False,False,False,True
ZINC71767023,S=P1(Oc2cc(Cl)c(Cl)cc2Cl)OCCO1,0,0,True,False,False,False,False,False,True
ZINC33355101,O/C(=N\c1nc[nH]n1)[C@](F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC34933681,NCC[N@H+]1C[C@H]2C=C[C@@H]1C2,0,0,True,False,False,False,False,False,True
ZINC04683822,O=COC[C@H]1C[C@]2(Cl)C[C@@]1(Cl)C(Cl)=C2Cl,0,0,True,False,False,False,False,False,True
ZINC98090706,CC(C)=CCC/C(C)=C\C/C=C\[C@](C)(O)CCC=C(C)C,0,0,True,False,False,False,False,False,True
ZINC19901192,C[C@@H]([NH2+][C@H]1CCSC1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,0,0,True,False,False,False,False,False,True
ZINC06673067,COc1ccccc1-n1c(C)c(C)c2c(N)[n+](CCCO)cnc21,0,0,True,False,False,False,False,False,True
ZINC83237108,Cc1cc(C)c2oc(=[NH2+])c([C@@H]3[NH2+][C@H](C(=O)[O-])C(C)(C)S3)c(O)c2c1,0,0,True,False,False,False,False,False,True
ZINC77355370,O[C@]1(C[NH2+]Cc2n[nH]c(-c3ccncc3)n2)CC[NH2+]C1,0,0,True,False,False,False,False,False,True
ZINC01794320,O=C(NCCCn1ccnc1)C(Cl)(Cl)Cl,0,0,True,False,False,False,False,False,True
ZINC71785682,C1C[C@H]2C[C@@H]([C@H]3C[C@H]4CC[C@H]5CC[C@H]3[C@H]54)[C@H]3CC[C@H]1[C@@H]23,0,0,True,False,False,False,False,False,True
ZINC39077781,[NH2+]=CN1CC[C@@H](S)C1,0,0,True,False,False,False,False,False,True
ZINC95981834,O=C(Nc1cc(O)cc(F)c1)C1=CCCC1,0,0,True,False,False,False,False,False,True
ZINC39089011,COC1(OC)CCNC[C@@H]1F,0,0,True,False,False,False,False,False,True
ZINC39049311,O=C=C=C1C(F)=C1C#CF,0,0,True,False,False,False,False,False,True
ZINC65455061,Cc1[nH+]c(N(C)C)nc(NCCc2nnn[n-]2)c1C,0,0,True,False,False,False,False,False,True
ZINC01869675,CC(C)(C)OP(=O)(NN)OC(C)(C)C,0,0,True,False,False,False,False,False,True
ZINC03851440,CC1(C)O[C@H]2CO[C@]3(CN=[N+]=[N-])OC(C)(C)O[C@@H]3[C@@H]2O1,0,0,True,False,False,False,False,False,True
ZINC59448451,[C-]#[N+]c1c(C)cccc1C,0,0,True,False,False,False,False,False,True
ZINC04215872,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C#CCl,0,0,True,False,False,False,False,False,True
ZINC70037089,CCOCCN1CCN(c2ncnc3c2cnn3C)C[C@@H]1CC,0,0,True,False,False,False,False,False,True
ZINC95734738,N#C[C@H]1C=C(OC2CC2)C=C[C@@H]1Br,0,0,True,False,False,False,False,False,True
ZINC07521193,CCOc1cc(C[NH2+]C(C)(C)CC(C)(C)C)cc(Br)c1OCC,0,0,True,False,False,False,False,False,True
ZINC77303314,C[S@@](=O)CCCC/C=N/O,0,0,True,False,False,False,False,False,True
ZINC69050203,CNC(=O)NC(=O)[C@H](C)SCC(C)C,0,0,True,False,False,False,False,False,True
ZINC77390353,OCC#Cc1csc(-c2[nH+]ccn2CC2(CO)CCOCC2)c1,0,0,True,False,False,False,False,False,True
ZINC76315829,C[C@H]1[C@@H](C)S(=O)(=O)CCN1S(=O)(=O)c1ccc(Cl)s1,0,0,True,False,False,False,False,False,True
ZINC34332711,O[C@@H]1[C@@H](F)C[N@H+]2CC[C@H](O)[C@@H]2[C@H]1O,0,0,True,False,False,False,False,False,True
ZINC06668843,Cc1nn(Cc2nc(N)nc(N3CCCCC3)n2)c(C)c1[N+](=O)[O-],0,0,True,False,False,False,False,False,True
ZINC05043298,Nc1c(-c2nc(-c3ccccc3F)no2)nnn1-c1ccc(Br)cc1,0,0,True,False,False,False,False,False,True
ZINC08783485,CCCCc1[nH]nc2c1[C@@]1(CC[C@H]3CO[C@@H]1O3)C(C#N)=C(N)O2,0,0,True,False,False,False,False,False,True
ZINC13284936,CSc1[nH]c2c(=S)n(C)c(=S)n(C)c2[nH+]1,0,0,True,False,False,False,False,False,True
ZINC40706288,Cc1ccc(Nc2nc[nH+]c(Nc3ccc(C(C)C)cc3)c2N)[nH+]c1,0,0,True,False,False,False,False,False,True
ZINC45236151,C1=[NH+]C=C2C[C@H]1C[C@H]1Cc3scnc3C=C21,0,0,True,False,False,False,False,False,True
ZINC72651275,CCCC[C@H](CC)CN/C(NCc1cccc(S(=O)(=O)NC)c1)=[NH+]\C,0,0,True,False,False,False,False,False,True
ZINC01646437,CC[N+]1(CC)CC[N+]2(CCC[C@@H](C)CC2)CC1,0,0,True,False,False,False,False,False,True
ZINC88327158,N#CCCN(CCC(F)(F)F)C(=O)c1cc2cc(Cl)ccc2[nH]1,0,0,True,False,False,False,False,False,True
ZINC95535178,CC[C@H](N)C[C@@H]([NH3+])CC,0,0,True,False,False,False,False,False,True
ZINC33886593,NC(=[NH2+])N1CCN(N=O)CC1,0,0,True,False,False,False,False,False,True
ZINC39078225,C1=CN2COCC2=CN=C1,0,0,True,False,False,False,False,False,True
ZINC18285111,Nc1ccc(/N=N/c2ccc(/[N+]([O-])=N/c3ccc([NH3+])cc3)cc2)cc1,0,0,True,False,False,False,False,False,True
ZINC96401842,C(=C\c1ccc2ccccc2n1)\c1csc(-c2ccsc2)n1,0,0,True,False,False,False,False,False,True
ZINC95379125,C/C=C/CC(=O)N1CC[N@@H+](C)[C@@]2(CCC(=O)N(C)CC2)C1,0,0,True,False,False,False,False,False,True
ZINC41105018,O=C1CS[C@H]2CCc3c2n1c(=O)n(C1CCCCC1)c3=O,0,0,True,False,False,False,False,False,True
ZINC05741739,C#CCCO[C@@]1(OC)N=NC(C)(C)O1,0,0,True,False,False,False,False,False,True
ZINC34349314,O[C@H]1c2c(ccc3c2sc2ccccc23)C=C[C@H]1O,0,0,True,False,False,False,False,False,True
ZINC88491998,CC[C@@H](C)CN(CCOC)c1c(N)n(CC(C)C)c(=O)[nH]c1=O,0,0,True,False,False,False,False,False,True
ZINC54293785,C/C(=N/N=c1/cn[nH]c([O-])c1Cl)c1csc(N)n1,0,0,True,False,False,False,False,False,True
ZINC67851726,Cc1cc(-c2nn(C)c(Cl)c2[C@@H]2NCCc3[nH]c[nH+]c32)no1,0,0,True,False,False,False,False,False,True
ZINC49772311,C[C@H]1C(=N)C(=O)c2c(COC(N)=O)c3n(c2C1=O)C[C@H](N)[C@H]3O,0,0,True,False,False,False,False,False,True
ZINC03596262,O=C1[NH+]=c2ccccc2=C(O)[C@@H]1C1=NS(=O)(=O)c2ccccc2[N-]1,0,0,True,False,False,False,False,False,True
ZINC19370437,C[NH2+]CC[NH2+]CCO,0,0,True,False,False,False,False,False,True
ZINC04694201,NC(=S)N/N=C1/C[C@H](NNC(N)=S)[C@H]2CO[C@@H]1O2,0,0,True,False,False,False,False,False,True
ZINC20285765,N[NH2+]Cc1nccn1C(F)F,0,0,True,False,False,False,False,False,True
ZINC85473466,NOC/C=C\Cl,0,0,True,False,False,False,False,False,True
ZINC71774930,FC(F)(F)c1cccc2c(N3CCO[C@H](C(F)(F)F)C3)cc[nH+]c12,0,0,True,False,False,False,False,False,True
ZINC01509639,C1CNC(SCC[NH+]2CCOCC2)=N1,0,0,True,False,False,False,False,False,True
ZINC28069696,Cc1cc(Sc2nc(C)c(C)o2)n2nc(C(F)(F)F)nc2n1,0,0,True,False,False,False,False,False,True
ZINC02148256,N#Cc1ccc(OS(=O)(=O)c2ccc(C(Cl)Cl)o2)cc1,0,0,True,False,False,False,False,False,True
ZINC38700844,NC1=NC(=O)[C@@H](CCCl)S1,0,0,True,False,False,False,False,False,True
ZINC38783406,CSC1=N[C@H](N/C(C)=C(/CCO)C(=O)N2NC(SC)=N[C@H]2N)N=N1,0,0,True,False,False,False,False,False,True
ZINC71779063,C#CC(C)(C)Nc1nc(NC2CC2)nc(SC)n1,0,0,True,False,False,False,False,False,True
ZINC55284188,Cn1c(CC2CC[NH2+]CC2)nnc1SCc1noc([C@H]2CCCO2)n1,0,0,True,False,False,False,False,False,True
ZINC05368627,[O-][C@@H](C#C[C@@H](O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,0,0,True,False,False,False,False,False,True
ZINC04268284,C/C1=C/C=C/C(=O)C#CC#CC(=O)/C=C/C=C(/C)C#CC#C1,0,0,True,False,False,False,False,False,True
ZINC94993408,O=c1c(-c2ccc(F)cc2)coc2c3c(ccc12)OC[N@@H+](CCO)C3,0,0,True,False,False,False,False,False,True
ZINC98044803,CC(C)(C#CI)OOC(C)(C)CCC(C)(C)OOC(C)(C)C#CI,0,0,True,False,False,False,False,False,True
ZINC79407350,CC(C)N(C(=O)[C@H](C)N)[C@H]1CCCC[C@@H]1[NH+](C)C,0,0,True,False,False,False,False,False,True
ZINC10279511,O/C(=N\C1CCCCC1)c1cccc(/N=C(\O)C2CC2)c1,0,0,True,False,False,False,False,False,True
ZINC12437166,CC1(C)[C@@H](O)[N+]([O-])=CC=[N+]1[O-],0,0,True,False,False,False,False,False,True
ZINC72418509,CN(Cc1ccoc1)C[C@H]1CC[C@@H](Cc2ccc(CO)cc2)O1,0,0,True,False,False,False,False,False,True
ZINC72165844,CNc1cc(-c2nc3c(c(NC)n2)CCC3)c2cc[nH]c2n1,0,0,True,False,False,False,False,False,True
ZINC04234553,CC1=N[C@](O)(C(F)(F)F)CC2(CCC2)S1,0,0,True,False,False,False,False,False,True
ZINC39077699,C1CN2COC[N@H+](C1)C2,0,0,True,False,False,False,False,False,True
ZINC19170183,C1CN[NH2+]C1,0,0,True,False,False,False,False,False,True
ZINC01273173,N#C/C(=N\[O-])c1ncon1,0,0,True,False,False,False,False,False,True
ZINC49517321,CC(C)(C)OCCSc1nncs1,0,0,True,False,False,False,False,False,True
ZINC19324651,Cc1nonc1/C(C[N+]12CN3CN(CN(C3)C1)C2)=N\O,0,0,True,False,False,False,False,False,True
ZINC18067720,C[C@@H](CCl)O[P@]1(=O)C[C@@](C)([N+](=O)[O-])[C@@](C)([N+](=O)[O-])C1,0,0,True,False,False,False,False,False,True
ZINC20442588,O=C(O)Cn1nnc([O-])n1,0,0,True,False,False,False,False,False,True
ZINC96328458,OC/C=C\C#CC#C/C=C\CO,0,0,True,False,False,False,False,False,True
ZINC13121664,CC/N=C1/S/C(=C2\C(=O)Nc3ccc(Br)cc32)C(=O)N1CC,0,0,True,False,False,False,False,False,True
ZINC17108050,C/C([NH2+]N)=C1/N=NC(C)(C)NN1,0,0,True,False,False,False,False,False,True
ZINC88573262,COc1ccc(C[N@@H+]2CC[S@@](=O)C(C)(C)C2)cc1SC(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC07665285,CCC/N=C(\N)SCc1cc(Cl)cc2c1OCOC2,0,0,True,False,False,False,False,False,True
ZINC45236662,N[C@@H]1OC2=CC3=C(CC=CC3)C[C@H]2O1,0,0,True,False,False,False,False,False,True
ZINC39049102,C=C[C@@H]1O[C@@H]1C#CC1CC1,0,0,True,False,False,False,False,False,True
ZINC14680533,CC#Cc1ccc(-c2ccc([C@@H](O)CCl)s2)s1,0,0,True,False,False,False,False,False,True
ZINC39095176,N/[NH+]=C1/NC[C@H](CO)N1,0,0,True,False,False,False,False,False,True
ZINC06781629,CC(C)C1=CC(=Nc2ccccc2S(N)(=O)=O)C=C(C(C)C)C1=O,0,0,True,False,False,False,False,False,True
ZINC87688187,CC(C)([NH3+])C(F)F,0,0,True,False,False,False,False,False,True
ZINC67678374,C[N@H+]1C[C@H]2[C@@H](c3cc(C(C)(C)C)[nH]n3)N[C@](CO)(CCO)[C@H]2C1,0,0,True,False,False,False,False,False,True
ZINC32945412,CSC1=[NH+]SC2=NC(=O)/C(=C\c3ccc([N+](=O)[O-])o3)C(=[NH2+])N21,0,0,True,False,False,False,False,False,True
ZINC95080107,[NH-]S(=O)(=O)N1CCC2(CCCO2)CC1,0,0,True,False,False,False,False,False,True
ZINC12658017,O=S(=O)([O-])CCOC[C@H]1CSSC[C@@H](COCCS(=O)(=O)[O-])SS1,0,0,True,False,False,False,False,False,True
ZINC92848316,C[NH+](C)[C@@H]1CC[C@H]([NH2+]CC2=CCCOC2)C1,0,0,True,False,False,False,False,False,True
ZINC97031895,CN1CC[C@@H](Nc2ccc3nnnn3n2)[C@@H]1c1ccc(F)c(F)c1,0,0,True,False,False,False,False,False,True
ZINC08300187,C=CCN(C)C(=O)[C@H]1C[N@@H+]2CC[C@H]1C[C@@H]2Cn1cc(C[NH2+]C)nn1,0,0,True,False,False,False,False,False,True
ZINC39069313,CC(=O)/C(NC=O)=C(\C)[O-],0,0,True,False,False,False,False,False,True
ZINC39272542,Cc1nnc2n1N[C@H]([C@H]1C=C(CC(C)C)N=N1)S2,0,0,True,False,False,False,False,False,True
ZINC91251928,C=CCc1c(F)c(F)c(C(F)(F)F)c(F)c1F,0,0,True,False,False,False,False,False,True
ZINC00081966,Cc1ccc(N2C(=O)Cn3c2nc2c3c(=O)n(C)c(=O)n2C)cc1C,0,0,True,False,False,False,False,False,True
ZINC36390457,c1c[n+]2cn1CCCC[n+]1ccn(c1)CCCC2,0,0,True,False,False,False,False,False,True
ZINC98180522,Brc1cnc2cnc(I)cn12,0,0,True,False,False,False,False,False,True
ZINC08443075,C#CCOc1c(I)cc(I)cc1/C=N/n1nnnc1N,0,0,True,False,False,False,False,False,True
ZINC69947842,C=C(C)CN/C(N)=[NH+]\CCOCCOC,0,0,True,False,False,False,False,False,True
ZINC05425430,O=C(/C=C/c1ccco1)N[C@@H]1CCSc2ccccc21,0,0,True,False,False,False,False,False,True
ZINC39060418,CO[C@@H]1OCC(=O)C(O)=C1[O-],0,0,True,False,False,False,False,False,True
ZINC84544119,NC(=O)[C@H]1CC[N@H+](CC(=O)NC[C@@]23C[C@@H]4C[C@@H](C[C@@](Br)(C4)C2)C3)CC1,0,0,True,False,False,False,False,False,True
ZINC72204469,Fc1cnc(-c2cncc(Cl)n2)nc1Cl,0,0,True,False,False,False,False,False,True
ZINC05964153,CC1=C(/C=C/C(C)=C/C=C/[C@H](C)CCO)C(C)(C)CCC1,0,0,True,False,False,False,False,False,True
ZINC88525064,CCc1noc(CC)c1CNC(=O)NCC[N@H+](C)CC,0,0,True,False,False,False,False,False,True
ZINC35323510,N#C[C@]1(C(N)=O)[C@@H]2[C@](O)(C[N+](=O)[O-])NC(=O)[C@@]21C#N,0,0,True,False,False,False,False,False,True
ZINC03206923,Cc1cc(C)cc(Oc2c(F)c(F)c(F)c(F)c2F)c1,0,0,True,False,False,False,False,False,True
ZINC77505184,[O-]c1nc(C(F)(F)C(F)(F)F)nc2c1CCNC2,0,0,True,False,False,False,False,False,True
ZINC96219359,C1CC(N2CC[C@]3(C2)C[N@@H+](CC2CC2)C[C@H]3COCC2CC2)C1,0,0,True,False,False,False,False,False,True
ZINC02023969,C#C[C@@H](O)/C=C/C,0,0,True,False,False,False,False,False,True
ZINC48657605,Cc1nccc(C/[NH+]=C(\O)c2ccc3ncsc3c2)n1,0,0,True,False,False,False,False,False,True
ZINC98073395,OCCCCC1=CCC=CC1,0,0,True,False,False,False,False,False,True
ZINC06487362,C[C@@H]([C@@H](C)Cl)[NH+](C)C,0,0,True,False,False,False,False,False,True
ZINC95494855,C[N+](C)=CCN,0,0,True,False,False,False,False,False,True
ZINC18354955,NC1=[NH+]CCS1,0,0,True,False,False,False,False,False,True
ZINC45205795,CCCn1c(CN)[nH+]c(C)c1C,0,0,True,False,False,False,False,False,True
ZINC38965538,COc1ccc(/C=N/N2C([S-])=[NH+]N[C@@H]2[C@@H]2N=NC3=C2CCC3)cc1Br,0,0,True,False,False,False,False,False,True
ZINC98023198,CN1N=C(N)C2=CN([C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)[C@H]3N=C[NH+]=C1[C@H]23,0,0,True,False,False,False,False,False,True
ZINC19713968,CCn1cc(-c2cc(NCCCc3ccc(F)cc3)nc(N)n2)cn1,0,0,True,False,False,False,False,False,True
ZINC13509860,O=[N+]([O-])/N=C1/[N-][C@H]2Nc3nnnn3N[C@H]2N1,0,0,True,False,False,False,False,False,True
ZINC59116577,Clc1ccc2c(c1)C=C1CCCC[C@@]1([NH+]1CCCCC1)C2,0,0,True,False,False,False,False,False,True
ZINC95423195,Cc1ccc([C@@](C)(O)CN[C@H](Cc2cc[nH+]cc2)C(F)(F)F)o1,0,0,True,False,False,False,False,False,True
ZINC39210063,C[C@H](O)c1c[nH]c[nH+]1,0,0,True,False,False,False,False,False,True
ZINC79422341,C[C@H](c1cnccn1)N(CC[NH3+])C1CC1,0,0,True,False,False,False,False,False,True
ZINC61968174,CSCC[n+]1c(N)sc2cc(C)c(C)cc21,0,0,True,False,False,False,False,False,True
ZINC39112686,CSC[C@]12CC[C@H](CC[NH2+]1)C2(C)C,0,0,True,False,False,False,False,False,True
ZINC63833199,CCN1N=CC2=NC(c3c(OC(C)C)ccc4ccccc34)=N[C@H]21,0,0,True,False,False,False,False,False,True
ZINC13656584,[NH2+]=C(CN1CCSCC1)NOCc1c(F)cccc1Cl,0,0,True,False,False,False,False,False,True
ZINC00616671,C[C@@]12CC=CC[C@@H]1C(=O)N(c1nccs1)C2=O,0,0,True,False,False,False,False,False,True
ZINC72466767,N#CCSc1nc2ncc3c(n2n1)CCCC3=O,0,0,True,False,False,False,False,False,True
ZINC77264504,CS(=O)(=O)NC[C@H]1OC[C@@H](NC2CCC(F)(F)CC2)[C@@H]1O,0,0,True,False,False,False,False,False,True
ZINC16758340,CN(C)c1ccc(C2=NN(C(N)=S)C(O)=CS2)cc1,0,0,True,False,False,False,False,False,True
ZINC48907558,CCN(CC)S(=O)(=O)[N-]CC[N@@H+]1CCc2sccc2C1,0,0,True,False,False,False,False,False,True
ZINC04682900,N/C(CF)=N/O,0,0,True,False,False,False,False,False,True
ZINC72275457,C#CC[N@@H+]1CCC[C@H]1[C@H]([O-])C(F)(F)F,0,0,True,False,False,False,False,False,True
ZINC95923805,C[C@@H]1OC(=N)CC1=S,0,0,True,False,False,False,False,False,True
ZINC13126140,COC1=C/C(=C/NNC(=O)c2sc(N)c(C#N)c2C)C=C(Br)C1=O,0,0,True,False,False,False,False,False,True
ZINC79010889,Nc1cc(N)nc(SCc2nc([O-])c3oc4ccccc4c3n2)n1,0,0,True,False,False,False,False,False,True
ZINC05276585,C[C@]12CC[C@@H](O)C[C@@H]1CC[C@H]1[C@@H]3CCC[C@]3(C)C/C(=N\N)[C@H]12,0,0,True,False,False,False,False,False,True
ZINC59409393,CCCC#C[C@@](C)(O)C[NH2+][C@@H](CCSC)C(=O)[O-],0,0,True,False,False,False,False,False,True
ZINC06527978,Clc1ccc(/N=C2\NN=C([N-]c3ccc(Cl)cc3)[C@@H]2Cl)cc1,0,0,True,False,False,False,False,False,True
ZINC38577880,[O-]C1=NC(=S)N=C2S[C@@H]3CC4(CCCCC4)CCC3=C12,0,0,True,False,False,False,False,False,True
ZINC01530228,O=C1C=c2cc[nH]c2=CC1=O,0,0,True,False,False,False,False,False,True
ZINC20458418,[NH3+]c1c(N2CCOCC2)c(=[OH+])c1=O,0,0,True,False,False,False,False,False,True
